Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
Wayne County,Well Bar and Grill LLC,240700489,6,450856.21,417455.18,33401.03,153061,119659.97,33401.03,11690.46,9971.27,1719.19
Posen,"SILVER FLASH BREAKFAST HOUSE AND GRILL INC.,",240700480,5,340038.68,307210.41,32828.27,160058,127229.73,32828.27,11415.66,9736.87,1678.79
Dixon,"Tim's Saloon, LLC",240700479,6,767424.73,698233.65,69191.08,289482,220290.69,69191.31,24072.12,20532.12,3540
Schaumburg,Baby Elephant Inc.,240700469,4,2988457.68,2699723.9,288733.78,1013704,724725.76,288978.24,100412.05,85645.56,14766.49
Addison,Taqueria El Mirador Inc.,240700461,3,267116.38,235102.41,32013.97,98111,66097.03,32013.97,11205.05,9557.23,1647.82
Walnut Hill,"Main Street Bar & Grill Walnut Hill, IL, LLC",240700460,6,767688.84,681711.26,85977.58,254746,168768.22,85977.78,29984.24,25574.8,4409.44
Naplate,From The Ashes Inc.,240700459,6,2197.22,2030.9,166.32,1026,859.68,166.32,58.21,49.65,8.56
Roselle,Someday Sweet Ltd.,240700458,6,38714.52,35910.7,2803.82,17398,14594,2804,981.41,837.08,144.33
Princeville,Jmess Princeville LLC,240700455,5,363562.44,333512.02,30050.42,124198,94147.58,30050.42,10517.74,8971.01,1546.73
Dixmoor,San Marcos Restaurant Inc.,240700454,4,304.4,221.67,82.73,275,192.27,82.73,28.96,24.71,4.25
Smithton,"BLACK DIAMOND MART, INC.",240700427,6,1391140.14,1254656.34,136483.8,478665,342181.2,136483.8,47582.51,40585.09,6997.42
Arcola,D&M Central LLC,240700426,6,1995857.13,1788825.97,207031.16,634360,427328.38,207031.62,71953.69,61372.26,10581.43
Calumet City,"Calumet City Subs, Inc.",240700423,6,548207.23,497798.95,50408.28,221074,170665.67,50408.33,17642.99,15048.43,2594.56
Bartonville,"Session 424, LLC",240700418,6,391303.55,375005.15,16298.4,154547,138201.8,16345.2,5709.93,4870.23,839.7
Sterling,MARIA ROCHA,240700411,4,440155.93,395023.5,45132.43,191574,146441.21,45132.79,15796.56,13473.54,2323.02
Algonquin,Antigua Mexican Brunch & Grill Inc.,240700403,5,75698.44,69211.37,6487.07,27556,21068.93,6487.07,2270.46,1936.57,333.89
St. Charles,TACO MADRE ST. CHARLES INC.,240700400,6,89076.18,82545.92,6530.26,39021,32490.74,6530.26,2285.6,1949.49,336.11
Hickory Hills,Jalisco8128 Inc.,240700398,6,1370224.05,1244862.26,125361.79,511208,385846.21,125361.79,43615.76,37201.68,6414.08
Hillside,VARI'S LLC,240700380,3,109897.68,102746.9,7150.78,41642,34491.22,7150.78,2502.77,2134.71,368.06
Girard,RT 4 SPIN TO WIN LLC,240700374,6,3675936.34,3351310.91,324625.43,1198177,873484.67,324692.33,112934.04,96326.09,16607.95
Charleston,"Lanman Oil Co., Inc.",240700373,6,2120255.33,1945912.14,174343.19,675695,501351.41,174343.59,61020.38,52046.8,8973.58
Richton Park,ZALA VIDEO GAMING INC.,240700365,6,1032609.64,931982.78,100626.86,408901,308274.14,100626.86,35219.58,30040.22,5179.36
Berwyn,DYNASTY TAP ROOM INC.,240700349,5,295100.32,263832.01,31268.31,105889,74620.69,31268.31,10944.11,9334.69,1609.42
Streamwood,NINA'S PLACE INC,240700339,6,1825925.98,1650681.29,175244.69,708956,533711.31,175244.69,61335.8,52315.83,9019.97
Berwyn,"GOLDPIG, LLC",240700338,6,83895.71,72570.89,11324.82,37533,26206.96,11326.04,3946.22,3365.89,580.33
Hamilton,WINNERS LOUNGE 23 LLC,240700334,6,1282460.58,1150170.52,132290.06,427563,295272.94,132290.06,46301.62,39492.55,6809.07
Romeoville,Ace & Vine III Inc.,240700327,6,1346314.92,1211043.85,135271.07,483941,348323.59,135617.41,47466.24,40485.9,6980.34
Banner,The Goose Pit Bar & Grill LLC,240700321,6,433591.48,403339.84,30251.64,149983,119731.36,30251.64,10588.26,9031.16,1557.1
Morrison,MUSTANG CORNER LLC,240700308,4,50526.42,48355.84,2170.58,24073,21902.42,2170.58,759.72,648.01,111.71
Carpentersville,RRH HOLDINGS INC.,240700305,6,1213340.49,1112087.14,101253.35,474400,373146.65,101253.35,35438.69,30227.11,5211.58
Orland Park,OPA ORLAND INC.,240700288,5,200930.43,178815.37,22115.06,72256,50140.94,22115.06,7696.31,6564.52,1131.79
Geneseo,"Jamin, Inc.",240700287,6,335394.13,301616.44,33777.69,135501,101723.31,33777.69,11790.23,10056.36,1733.87
Gillespie,The Barracks American Table LLC,240700286,5,437740.09,390296.12,47443.97,155523,108078.35,47444.65,16522.61,14092.83,2429.78
Lindenhurst,2122 Grand LLC,240700285,4,28434.85,24169.07,4265.78,14317,10051.22,4265.78,1493.05,1273.48,219.57
Buckner,Voice Enterprises 3 LLC,240700283,6,1114176.29,1039389.39,74786.9,360691,285903.1,74787.9,25946.19,22130.57,3815.62
Madison,"ANGELO'S BAR AND GRILL, LLC",240700269,6,131367.19,120348.67,11018.52,65846,54827.48,11018.52,3856.56,3289.41,567.15
Rock Island,"KCDP, LLC",240700268,6,687908.97,618893.53,69015.44,244057,175040.49,69016.51,24155.68,20603.37,3552.31
Middletown,THE THIRSTY ROOSTER INC.,240700265,6,1421738.14,1295814.11,125924.03,471935,346009.67,125925.33,44018.43,37545.14,6473.29
Calumet City,BM CALUMET CITY LLC,240700257,5,212096.91,191792.41,20304.5,81452,61147.5,20304.5,7106.63,6061.54,1045.09
Rockford,Goat Pub and Grill LLC,240700256,5,1518803.04,1367197.04,151606,646799,495193,151606,52794.86,45030.92,7763.94
Rock Island County,"Jim's Knoxville Tap, LLC",240700255,5,662734.97,604781.61,57953.36,237991,180037.64,57953.36,20283.78,17300.86,2982.92
Steger,PULKIT CORPORATION,240700244,6,203287.13,185566.3,17720.83,90009,72288.17,17720.83,6202.41,5290.29,912.12
Hazel Crest,"GROWN FOLKS PLAY, LLC",240700243,5,104342.54,92773.5,11569.04,54375,42805.96,11569.04,4049.22,3453.74,595.48
Stone Park,OTSP LLC,240700241,5,837276.4,772589.88,64686.52,322112,257425.48,64686.52,22596.52,19273.5,3323.02
Kankakee,"Lounge 8 One Five, LLC",240700240,5,870065.72,793565.44,76500.28,367927,291426.72,76500.28,26548.77,22644.55,3904.22
Sullivan,Sully's Taphouse Inc.,240700232,5,1011489.61,944654.39,66835.22,357526,290690.78,66835.22,23236.69,19819.54,3417.15
Cicero,"Luigis Paisans Sandwich Shop, Inc.",240700222,3,6.5,1.95,4.55,25,3,22,7.7,6.57,1.13
Cabery,"GRAND PRAIRIE STATION, LLC",240700221,2,57200.47,52562.16,4638.31,21366,16727.69,4638.31,1615.88,1378.26,237.62
Coal City,Bimak Inc.,240700220,6,146382.45,129476.73,16905.72,53045,36139.28,16905.72,5917.06,5046.89,870.17
East Peoria,"Bo Podge, Inc.",240700201,6,3775615.5,3423903.35,351712.15,1252051,900338.85,351712.15,121959.76,104024.51,17935.25
River Grove,Grand Simple Mart Inc.,240700200,6,951938.04,854790.71,97147.33,375165,278017.67,97147.33,34001.46,29001.25,5000.21
Springfield,"Dew Chilli Parlors of America, LLC",240700194,6,339604.47,299028.92,40575.55,138734,98158.45,40575.55,14196.97,12109.18,2087.79
Peoria,D. CODY INC.,240700182,6,3385244.99,3025014.76,360230.23,1194518,834287.77,360230.23,124697.32,106359.49,18337.83
Carol Stream,LUCKY ROCKS LLC,240700173,6,1756787.6,1601992.34,154795.26,611930,456439.19,155490.81,54421.89,46418.67,8003.22
Vermilion County,"Minhas Real Estate Inc.,",240700172,6,1434691.22,1309029.57,125661.65,537116,411453.71,125662.29,43755.28,37320.68,6434.6
Effingham County,"PARK ROAD ENTERPRISES, LLC",240700170,6,30663.51,30567.59,95.92,13279,13183.08,95.92,32.65,27.85,4.8
Lake County,"ALL IN HOSPITALITY, LLC",240700164,5,215864.05,190539.37,25324.68,87454,62129.32,25324.68,8863.73,7560.24,1303.49
Berwyn,NOTEWORTHY ART LAB LLC,240700163,5,34170.93,30384.6,3786.33,14026,10239.67,3786.33,1325.22,1130.33,194.89
Galesburg,KOHIMAN PROPERTIES LLC,240700150,3,472558.93,431485.15,41073.78,159224,118150.22,41073.78,14349.98,12239.68,2110.3
Braidwood,Anna's Cafe - Braidwood LLC,240700148,6,2437145.61,2221900.58,215245.03,841459,626213.97,215245.03,74892.64,63879.02,11013.62
Morrisonville,LET GRT HOLDINGS LLC,240700146,3,215580.08,200282.92,15297.16,86821,71523.84,15297.16,5342.12,4556.53,785.59
New Athens,"Harriss Hideout, LLC",240700143,6,828779.32,754613.29,74166.03,330338,256171.97,74166.03,25899.65,22090.89,3808.76
Loves Park,AFMG 2 LLC,240700132,6,671659.72,607572.22,64087.5,243754,179666.5,64087.5,22430.67,19132.05,3298.62
Rochester,Henry's on Main LLC,240700108,6,1525293.51,1381439.95,143853.56,614254,470400.44,143853.56,50181.59,42801.93,7379.66
Danville,Crews Ventures LLC,240700101,5,430.05,318.16,111.89,123,11.11,111.89,39.16,33.4,5.76
Troy,ACCENTURE PARTNERS LLC,240700100,6,3600979.72,3264775.83,336203.89,1235512,899288.11,336223.89,116638.32,99485.62,17152.7
Romeoville,CILANTRO TACO GRILL ROMEOVILLE LLC,240700099,5,49844.68,47568.11,2276.57,21694,19417.43,2276.57,785.22,669.75,115.47
Hanover,S & T PETROLEUM INC.,240700090,4,338587.75,308165.51,30422.24,119198,88775.76,30422.24,10647.89,9082.02,1565.87
Alexander County,"Fill - Up Mart, Inc.",240700089,6,1594503.8,1427481.19,167022.61,520100,353077.39,167022.61,58387.25,49800.88,8586.37
Mokena,"A BITE OF MEXICO, LLC",240700087,5,174935.4,163896.24,11039.16,58386,47346.84,11039.16,3863.8,3295.59,568.21
Normal,"Normal Firehouse Pizza & Pub, L.L.C.",240700086,4,106968.94,97390.97,9577.97,44443,34865.03,9577.97,3352.28,2859.3,492.98
Somonauk,"THE FARM BASKET, LLC",240700085,6,592947.51,547780.3,45167.21,280396,235227.61,45168.39,15669.13,13364.85,2304.28
Crestwood,"COLE B MANAGEMENT GROUP, LLC",240700084,5,470924.42,437129.19,33795.23,203305,169509.77,33795.23,11802.88,10067.17,1735.71
Quincy,"S & S VENTURES OF QUINCY, LLC",240700058,4,1676760.82,1515497.69,161263.13,601298,440034.87,161263.13,55980.86,47748.38,8232.48
Countryside,"LUCKY DOG V, INC.",240700057,6,5745824.16,5163872.24,581951.92,2286135,1704183.08,581951.92,202101.56,172380.77,29720.79
Rapids City,"Bethany Enterprises, Inc.",240700056,5,50536.81,44413.63,6123.18,14522,8398.82,6123.18,2143.09,1827.93,315.16
Channahon,ELSA RESTAURANT GROUP CHANNAHON LLC,240700055,6,2629694.3,2374174.91,255519.39,969460,713918.86,255541.14,88907.69,75833.02,13074.67
St. Clair County,"LA OFICINA BAR AND GAMING, INC.",240700053,6,623514.93,543878.14,79636.79,219562,139925.21,79636.79,27872.96,23774,4098.96
Marion,"Meladi Fuel Mart, Inc.",240700043,6,526336.54,473777.88,52558.66,141667,89108.25,52558.75,18395.67,15690.43,2705.24
Germantown Hills,RIMA RESTAURANT GROUP LLC,240700023,5,226166.22,200572.31,25593.91,93085,67491.03,25593.97,8885.55,7578.86,1306.69
Carmi,1876 Webb-Hay LLC,240700022,6,527512.21,464823.55,62688.66,166658,103969.34,62688.66,21707.18,18514.97,3192.21
Crestwood,"J & B One, Inc.",240700017,6,1258744.44,1117079.64,141664.8,461885,320220.2,141664.8,49519.46,42237.2,7282.26
Morgan County,"Hughes Gaming, LLC",240700007,6,1093518.8,1015614.37,77904.43,414312,336407.57,77904.43,27266.59,23256.8,4009.79
Jacksonville,"Hughes Gaming, LLC",240700007,6,600923.72,543851.23,57072.49,215533,158460.51,57072.49,19975.39,17037.83,2937.56
Du Quoin,"Du Quoin Market, LLC",240700006,6,1859308.57,1677018.27,182290.3,608305,426014.65,182290.35,63229.67,53931.2,9298.47
Dieterich,The Rail Yard Bar and Grill LLC,240700003,6,403940.95,370739.16,33201.79,158201,124960.21,33240.79,11612.15,9904.49,1707.66
Bunker Hill,Dhani 11 Inc.,240700002,6,637313.05,583821.05,53492,213596,160104,53492,18616.33,15878.63,2737.7
Merrionette Park,"LENNY'S GAS N WASH 119TH AND KEDZIE, LLC",231003340,10,19893852.51,18081602.71,1812249.8,7691988,5879400.11,1812587.89,629442.61,536877.51,92565.1
Pana,"Wortman Development, LLC",231003132,6,12956881.66,11956302.38,1000579.28,4056194,3055593.39,1000600.61,345916.76,295046.63,50870.13
Crest Hill,"LENNY'S GAS N WASH DIVISION AND WEBER, LLC",231003062,6,7461217.25,6754169.29,707047.96,2521196,1814044.85,707151.15,245432.83,209339.78,36093.05
Joliet,"LENNY'S GAS N WASH CATON FARM AND RIDGE, LLC",231003060,6,6546867.84,5964823.65,582044.19,2455016,1872971.33,582044.67,202525.95,172742.72,29783.23
Peotone,JAY AMBE PETROLEUM TWO INC.,231002879,10,2122699.78,1911887.36,210812.42,792953,581945.71,211007.29,73852.66,62991.98,10860.68
Belvidere,"OM BELVIDERE OIL, LLC",231002804,10,785919.62,716489.03,69430.59,313264,243833.31,69430.69,24300.89,20727.23,3573.66
Hanover Park,"All In Management, LLC",231002612,10,6564666.62,5980423.01,584243.61,2297534,1713260.35,584273.65,204385.17,174328.53,30056.64
Kankakee,RR KANKAKEE LLC,231002562,10,9953370.09,8945840.14,1007529.95,3896977,2889354.34,1007622.66,348303.43,297082.35,51221.08
Gilman,"K & H Truck Plaza, Inc.",231002460,6,1216300.37,1125326.28,90974.09,392242,301267.92,90974.08,31483.22,26853.33,4629.89
Bartlett,"All In Management, LLC",231001826,10,14703501.33,13426446.46,1277054.87,4612497,3335441.41,1277055.59,441030.39,376172.98,64857.41
Normal,"Love's Travel Stops & Country Stores, Inc.",231001560,8,652358.21,602671.49,49686.72,220129,170442.25,49686.75,17390.43,14833.01,2557.42
Morris,"Love's Travel Stops & Country Stores, Inc.",231001485,6,469943.3,423126.87,46816.43,173130,126313.25,46816.75,16385.88,13976.21,2409.67
Green Oaks,"LENNY'S GAS N WASH GREEN OAKS, LLC",231001061,10,11779743.53,10685775.69,1093967.84,4074663,2980695.09,1093967.91,378705.1,323013.19,55691.91
Homer Glen,LENNYS GAS N WASH 159TH & GOUGAR ROAD LLC,231000805,10,21406900.54,19494799.94,1912100.6,7364106,5451900.28,1912205.72,659402.83,562431.84,96970.99
Neoga,Neoga Truckstop Inc.,231000778,6,1712945.51,1573092.78,139852.73,552805,412951.82,139853.18,48476.9,41347.94,7128.96
Cumberland County,Neoga Truckstop Inc.,231000778,6,0,0,0,0,0,0,0,0,0
Plano,"LENNY'S GAS N WASH PLANO, LLC",231000694,6,9525323.26,8622994.14,902329.12,3377016,2474668.65,902347.35,311435.82,265636.45,45799.37
Waterloo,FKG Oil Company,231000664,5,6932767.83,6359466.89,573300.94,2058929,1485628.06,573300.94,197741.48,168661.85,29079.63
Lockport,Thorntons LLC,231000458,6,6227962.76,5707915.47,520047.29,1965039,1444991.71,520047.29,181779.12,155046.89,26732.23
Kildeer,Thorntons LLC,231000457,10,2847806.44,2619040.54,228765.9,985075,756223.98,228851.02,80098.11,68318.98,11779.13
Burbank,Speedway LLC,231000368,10,12416701.39,11285648.97,1131052.42,4176806,3045705.94,1131100.06,389965.3,332617.47,57347.83
Harristown,"Billingsley Enterprises, Inc.",231000221,6,6937041.33,6383500.62,553540.71,2196865,1643321.67,553543.33,190821.7,162759.68,28062.02
Lily Lake,"Oasis Lily Lake, Inc.",231000199,6,7793390.96,7063521.09,729869.87,2757240,2027270.13,729969.87,252340.85,215231.92,37108.93
N/A,T.H.B. Post #187 American Legion,230901483,6,2830784.75,2552336.91,278447.84,1185972,907524.16,278447.84,96124.14,96124.14,0
Leroy,"Ruel Neal Post 79, American Legion",230901060,4,626632.65,575268.92,51363.73,213518,162154.27,51363.73,17698.68,15095.92,2602.76
Woodford County,Spring Bay American Legion Post #1115,230901038,4,387726.62,360378.92,27347.7,141136,113788.2,27347.8,9483.23,8088.62,1394.61
Morton,"MORTON VETERANS OF FOREIGN WARS, POST #5921 INC.",230900701,3,336361.88,307976.25,28385.63,115345,86959.37,28385.63,9774.23,8336.82,1437.41
Carlinville,Veterans of Foreign Wars of the U.S. John L. Meyer Post #1104,230900444,4,766613.14,695622.74,70990.4,218749,147758.6,70990.4,24487.26,20886.2,3601.06
Divernon,Mimis Kitchen & Gaming LLC,230703467,4,110256.48,99529.78,10726.7,39000,28273.3,10726.7,3737.89,3188.19,549.7
Cook County,NORTHERN CAFE III LLC,230703466,6,3567839.11,3283532.03,284307.08,1346469,1062161.92,284307.08,98837.87,84302.88,14534.99
Morgan County,Howies LLC,230703456,6,3946528.2,3581592.23,364935.97,1405315,1040379.03,364935.97,127553.6,108795.71,18757.89
Steeleville,The Local Pub Co.,230703453,6,393126.42,356320.72,36805.7,145222,108416.3,36805.7,12821.34,10935.85,1885.49
Chicago Ridge,"The MB Group Chicago, Limited",230703452,6,1355905.77,1244090.21,111815.56,468632,356816.44,111815.56,38904.65,33183.37,5721.28
Mattoon,Pizza Arena Ltd.,230703451,6,454689.94,416428.32,38261.62,164934,126672.38,38261.62,13391.58,11422.23,1969.35
Springfield,Bando Holdings Macarthur LLC,230703444,6,1378345.79,1264797.42,113548.37,474644,361087.73,113556.27,39486.22,33679.43,5806.79
Robinson,Marilyn's Hollywood LLC,230703435,6,218385.59,193381.04,25004.55,83094,58089.07,25004.93,8751.83,7464.81,1287.02
Posen,JVS GAMING LLC,230703431,6,2452044.02,2179211.96,272832.06,1048583,775750.94,272832.06,94830.59,80884.92,13945.67
New Athens,New Athens Mini Mart LLC,230703423,6,842463.57,755443.73,87019.84,285447,198427.12,87019.88,30254.11,25804.98,4449.13
Crest Hill,"El Primo Mexican Restaurant #2, Corporation",230703421,6,1426634.79,1295622.34,131012.45,479211,348198.55,131012.45,45463.87,38778.02,6685.85
Joliet,"El Primo Mexican Restaurant #2, Corporation",230703421,0,-848322.21,-768507.8,-79814.41,-292112,-212297.59,-79814.41,-27544.5,-23493.85,-4050.65
Fairview Heights,Fairview BP Inc.,230703373,6,2539813.21,2304699.21,235114,930150,695036,235114,82265.89,70167.97,12097.92
Jackson County,Rose's Bourbon Rail Corporation,230703372,5,48950.66,45761.86,3188.8,16263,13074.2,3188.8,1116.1,951.96,164.14
Jackson County,Backwoods Gaming LLC,230703360,6,613019.59,562462.15,50557.44,234674,184116.56,50557.44,17502.8,14928.87,2573.93
Winthrop Harbor,WINTHROP HARBOR CAFE LLC,230703359,6,225483.66,200926.09,24557.57,84159,59601.43,24557.57,8595.15,7331.16,1263.99
Springfield,YUMMY CRAB RESTAURANT LLC,230703354,6,73036.95,64924.98,8111.97,22757,14644.92,8112.08,2839.3,2421.77,417.53
Kankakee,FLANAGAN'S PUB INC.,230703324,6,91100.16,82792.13,8308.03,41863,33554.9,8308.1,2901.06,2474.44,426.62
Sleepy Hollow,"Salsa Street, Inc.",230703323,5,40221.54,39526.81,694.73,14640,13945.27,694.73,243.17,207.41,35.76
La Salle,Thick Thighs and Pretty Eyes LLC,230703321,6,369378.62,332156.63,37221.99,133418,96196.01,37221.99,12913.89,11014.79,1899.1
West Dundee,"Bamboozels, Inc.",230703320,5,1037445.35,937730.96,99714.39,382665,282933.86,99731.14,34671.86,29573.07,5098.79
Versailles,"Wonkey Donkey, Inc.",230703310,6,113934.16,101056.51,12877.65,47503,34624.87,12878.13,4507.42,3844.56,662.86
Bloomingdale,AA WOOD FIRE BAR LLC,230703309,6,1828457.01,1666566.81,161890.2,762808,600917.65,161890.35,56539.17,48224.6,8314.57
Harvard,"Revolution Golf HD, LLC",230703307,6,261709.65,237507.82,24201.83,96064,71861.99,24202.01,8470.73,7225.03,1245.7
Kankakee,"Side Street Lounge, Inc.",230703303,6,2029531.51,1850763.91,178767.6,746532,567764.4,178767.6,62568.81,53367.49,9201.32
Joliet,"OHM SHREEJI IV, INC.",230703296,6,190305.77,169973.4,20332.37,68600,48267.48,20332.52,7112.46,6066.52,1045.94
Pontoon Beach,SRI Ganesh Foods Inc.,230703278,6,593943.15,518463.37,75479.78,248577,173097.22,75479.78,26125.17,22283.24,3841.93
Melrose Park,"110 On Broadway, Inc. ",230703277,5,51256.13,45260.49,5995.64,24667,18671.21,5995.79,2098.58,1789.97,308.61
Springfield,Rancho Chico 1 Inc.,230703276,5,395776.58,366547.87,29228.71,150570,121341.29,29228.71,10230.16,8725.72,1504.44
Bartonville,Cheers Wine and Spirits LLC,230703272,6,2876081.13,2617672.96,258408.17,1015838,757429.83,258408.17,89867.29,76651.54,13215.75
Hutsonville,"Mike's Place Main St, LLC",230703271,6,872486.46,764359.18,108127.28,344182,236054.72,108127.28,37641.65,32106.11,5535.54
Charleston,Juanito's Enterprises Inc.,230703265,6,554561.39,505709.98,48851.41,197799,148947.44,48851.56,16816.69,14343.65,2473.04
Arcola,"BSPGMP Holdings, LLC",230703264,6,466455.77,409605.84,56849.93,181049,124198.67,56850.33,19840.46,16922.76,2917.7
St. Clair County,Meera 08 LLC,230703256,6,636731.04,572356.29,64374.75,180663,116288.24,64374.76,22531.16,19217.76,3313.4
Granite City,"SFH Enterprises, LLC",230703252,6,614157.8,572858.92,41298.88,198383,157084.12,41298.88,14454.73,12329.03,2125.7
Oquawka,S & R PETROLEUM INC.,230703244,4,1748322.47,1609902.49,138419.98,558120,419700.02,138419.98,48080.22,41009.6,7070.62
St. Charles,"SCMC Enterprises, Inc.",230703235,5,180688.74,168086.71,12602.03,85194,72591.97,12602.03,4410.79,3762.14,648.65
Urbana,Davis Candlin LLC,230703233,6,780289.94,721878.57,58411.37,307956,249544.63,58411.37,20297.86,17312.88,2984.98
Jerseyville,"RIPPLE MANAGEMENT, LLC",230703229,3,311287.96,284062.49,27225.47,124789,97563.08,27225.92,9395.99,8014.22,1381.77
Springfield,Shree Gajanand LLC,230703217,6,2634061.87,2346348.36,287713.51,918078,630364.49,287713.51,100094.04,85374.34,14719.7
Peoria Heights,Illinois Valley Yacht & Canoe Club,230703214,3,363301.37,329222.1,34079.27,100191,66111.73,34079.27,11808.32,10071.79,1736.53
Caseyville,CASEYVILLE MOTEL INVESTMENT INC.,230703212,6,59147.71,56754.82,2392.89,17353,14960.11,2392.89,837.63,714.45,123.18
Cook County,"Ella's Tavern, Inc.",230703203,6,732948.58,669556.32,63392.26,285707,222314.74,63392.26,22187.44,18924.57,3262.87
Wheeling,YC CAFE LLC,230703201,6,9185342.69,8347882.39,837460.3,2868495,2031034.7,837460.3,289619.12,247028.06,42591.06
Champaign,"Brass Rail, LLC",230703200,5,1179984.6,1063845.56,116139.04,441794,325606.26,116187.74,40531.15,34570.71,5960.44
Galesburg,"EL BARRIL 3, LLC",230703199,5,219191.98,199912.69,19279.29,86447,67167.71,19279.29,6713.64,5726.33,987.31
